text,thisN,thisTrialN,thisRepN,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,go_image,stop_image,corr_resp,is_stop,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Trial_loop.thisRepN,Trial_loop.thisTrialN,Trial_loop.thisN,Trial_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,exp_trial_1.thisRepN,exp_trial_1.thisTrialN,exp_trial_1.thisN,exp_trial_1.thisIndex,exp_trials_2.thisRepN,exp_trials_2.thisTrialN,exp_trials_2.thisN,exp_trials_2.thisIndex,exp_trials_3.thisRepN,exp_trials_3.thisTrialN,exp_trials_3.thisN,exp_trials_3.thisIndex,exp_trials_4.thisRepN,exp_trials_4.thisTrialN,exp_trials_4.thisN,exp_trials_4.thisIndex,thisRow.t,notes,Welcome.started,Welcome_text.started,Welcome_text.stopped,Welcome.stopped,Instruction.started,Inst_text.started,key_resp_inst.started,Instruction.stopped,Trial_loop.key_resp_inst.keys,Trial_loop.key_resp_inst.rt,Trial_loop.key_resp_inst.duration,fixation.started,image.started,fixation.stopped,Stimulus.started,go_arrow.started,key_resp.started,stop_arrow.started,Stimulus.stopped,practice_trial_loop.key_resp.keys,practice_trial_loop.key_resp.corr,practice_trial_loop.key_resp.rt,practice_trial_loop.key_resp.duration,go_rt,stop_success,SSD,Feedback.started,fdback_text.started,fdback_text.stopped,Feedback.stopped,image.stopped,go_arrow.stopped,key_resp.stopped,stop_arrow.stopped,block_feedback.started,fb_text.started,key_resp_4.started,block_feedback.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,exp_trial_1.key_resp.keys,exp_trial_1.key_resp.corr,exp_trial_1.key_resp.rt,exp_trial_1.key_resp.duration,exp_trials_2.key_resp.keys,exp_trials_2.key_resp.corr,exp_trials_2.key_resp.rt,exp_trials_2.key_resp.duration,exp_trials_3.key_resp.keys,exp_trials_3.key_resp.corr,exp_trials_3.key_resp.rt,exp_trials_3.key_resp.duration,exp_trials_4.key_resp.keys,exp_trials_4.key_resp.corr,exp_trials_4.key_resp.rt,exp_trials_4.key_resp.duration,Thank_you.started,thankyou_text.started,Thank_you.stopped,participant,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart
,53,5,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.072769,None,,,,,,,,,6,5,53,4,,,,,,,,,,,,,102.1357497,,,,,,,,,,,,,102.1230721,102.1357497,102.3696094,102.3821695,102.3878178,102.3878178,102.4375953,102.4716968,,,,,0.072769,None,0.05,,,,,102.3878178,,,,,,,,,,,right,1,0.072769,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,54,6,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.2435316,None,,,,,,,,,6,6,54,6,,,,,,,,,,,,,102.4856142,,,,,,,,,,,,,102.4718298,102.4856142,102.7195557,102.7315656,102.7374535,102.7374535,102.7875686,102.9880795,,,,,0.2435316,None,0.05,,,,,102.7374535,,,,,,,,,,,right,1,0.2435316,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,55,7,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3945214,None,,,,,,,,,6,7,55,1,,,,,,,,,,,,,103.0023877,,,,,,,,,,,,,102.9882196,103.0023877,103.2360743,103.248376,103.2541497,103.2541497,103.3041533,103.6549128,,,,,0.3945214,None,0.05,,,,,103.2541497,,,,,,,,,,,left,1,0.3945214,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,56,0,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4234598,None,,,,,,,,,7,0,56,2,,,,,,,,,,,,,103.6689477,,,,,,,,,,,,,103.6550622,103.6689477,103.9027703,103.915181,103.920705,103.920705,103.970821,104.3546208,,,,,0.4234598,None,0.05,,,,,103.920705,,,,,,,,,,,left,1,0.4234598,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,57,1,7,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3496636,None,,,,,,,,,7,1,57,7,,,,,,,,,,,,,104.3687587,,,,,,,,,,,,,104.3547568,104.3687587,104.6025905,104.6163075,104.6221185,104.6221185,104.6716893,104.9726686,,,,,None,0,0.05,,,,,104.6221185,,,,,,,,,,,right,0,0.3496636,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,58,2,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4068442,None,,,,,,,,,7,2,58,6,,,,,,,,,,,,,104.9854546,,,,,,,,,,,,,104.9728773,104.9854546,105.2191987,105.2352743,105.2404996,105.2404996,105.2870727,105.6545265,,,,,0.4068442,None,0.05,,,,,105.2404996,,,,,,,,,,,right,1,0.4068442,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,59,3,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4627491,None,,,,,,,,,7,3,59,1,,,,,,,,,,,,,105.6687453,,,,,,,,,,,,,105.6546718,105.6687453,105.902551,105.9155251,105.9209648,105.9209648,105.9704835,106.3876093,,,,,0.4627491,None,0.05,,,,,105.9209648,,,,,,,,,,,left,1,0.4627491,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,60,4,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.491035,None,,,,,,,,,7,4,60,5,,,,,,,,,,,,,106.4017822,,,,,,,,,,,,,106.3878123,106.4017822,106.6356737,106.6482801,106.6535776,106.6535776,106.703629,107.1543586,,,,,0.491035,None,0.05,,,,,106.6535776,,,,,,,,,,,right,1,0.491035,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,61,5,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4664339,None,,,,,,,,,7,5,61,0,,,,,,,,,,,,,107.1684257,,,,,,,,,,,,,107.1544957,107.1684257,107.4023163,107.4150122,107.4203526,107.4203526,107.4703054,107.8877735,,,,,0.4664339,None,0.05,,,,,107.4203526,,,,,,,,,,,left,1,0.4664339,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,62,6,7,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.5138686,None,,,,,,,,,7,6,62,3,,,,,,,,,,,,,107.9016344,,,,,,,,,,,,,107.8879214,107.9016344,108.1354714,108.148454,108.1542135,108.1542135,108.2046468,108.6719271,,,,,None,0,0.05,,,,,108.1542135,,,,,,,,,,,left,0,0.5138686,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,63,7,7,,,,images/go_right.png,images/stop_right.png,right,0,left,0,0.2701603,None,,,,,,,,,7,7,63,4,,,,,,,,,,,,,108.6849765,,,,,,,,,,,,,108.6721164,108.6849765,108.9187878,108.9342436,108.9394617,108.9394617,108.9866038,109.2207786,,,,,None,None,0.05,,,,,108.9394617,,,,,,,,,,,left,0,0.2701603,None,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.2350986,109.2392139,109.2392139,116.4678533,space,7.2198421,None,,,,,,,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,0,0,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.469104,None,,,,,,,,,,,,,0,0,0,4,,,,,,,,,116.48381,,,,,,,,,,,,,116.4728028,116.48381,116.7177377,116.7307871,116.7359729,116.7359729,116.7690637,117.2197612,,,,,0.469104,None,0.05,,,,,116.7359729,,,,,,,,,,,,,,,right,1,0.469104,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,1,1,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3650658,None,,,,,,,,,,,,,0,1,1,2,,,,,,,,,117.2339165,,,,,,,,,,,,,117.2199136,117.2339165,117.4676134,117.480248,117.4855199,117.4855199,117.535521,117.8531922,,,,,0.3650658,None,0.05,,,,,117.4855199,,,,,,,,,,,,,,,left,1,0.3650658,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,2,2,0,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,117.8671878,,,,,,,,,,,,,117.8533559,117.8671878,118.1008909,118.113219,118.1188488,118.1188488,118.1700919,119.4186934,,,,,None,1,0.1,,,,,118.1188488,119.3680599,119.3680599,119.4335639,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,3,3,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3152796,None,,,,,,,,,,,,,0,3,3,5,,,,,,,,,119.4335639,,,,,,,,,,,,,119.4188942,119.4335639,119.6673751,119.679888,119.6850363,119.6850363,119.7686585,120.0027909,,,,,0.3152796,None,0.1,,,,,119.6850363,,,,,,,,,,,,,,,right,1,0.3152796,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,4,4,0,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,0,4,4,7,,,,,,,,,120.0168714,,,,,,,,,,,,,120.0029278,120.0168714,120.2507684,120.2631033,120.2685289,120.2685289,120.3696574,121.6183799,,,,,None,1,0.15,,,,,120.2685289,121.5179354,121.5179354,121.6333405,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,5,5,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3741728,None,,,,,,,,,,,,,0,5,5,1,,,,,,,,,121.6333405,,,,,,,,,,,,,121.6185953,121.6333405,121.8671282,121.8800768,121.8853542,121.8853542,122.0184093,122.2691231,,,,,0.3741728,None,0.15,,,,,121.8853542,,,,,,,,,,,,,,,left,1,0.3741728,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,6,6,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.32668,None,,,,,,,,,,,,,0,6,6,6,,,,,,,,,122.2832303,,,,,,,,,,,,,122.2692665,122.2832303,122.5170322,122.5295871,122.535058,122.535058,122.6850151,122.8690083,,,,,0.32668,None,0.15,,,,,122.535058,,,,,,,,,,,,,,,right,1,0.32668,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,7,7,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3270208,None,,,,,,,,,,,,,0,7,7,0,,,,,,,,,122.8830114,,,,,,,,,,,,,122.8691494,122.8830114,123.1169654,123.1286514,123.1346359,123.1346359,123.2849343,123.4688794,,,,,0.3270208,None,0.15,,,,,123.1346359,,,,,,,,,,,,,,,left,1,0.3270208,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,8,0,1,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,1,0,8,7,,,,,,,,,123.4829879,,,,,,,,,,,,,123.4690139,123.4829879,123.7166867,123.7298513,123.734856,123.734856,123.8860335,125.1345903,,,,,None,1,0.2,,,,,123.734856,124.983853,124.983853,125.1496223,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,9,1,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3562157,None,,,,,,,,,,,,,1,1,9,2,,,,,,,,,125.1496223,,,,,,,,,,,,,125.1347951,125.1496223,125.3831711,125.3951056,125.4012656,125.4012656,125.5845056,125.768598,,,,,0.3562157,None,0.2,,,,,125.4012656,,,,,,,,,,,,,,,left,1,0.3562157,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,10,2,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3638133,None,,,,,,,,,,,,,1,2,10,4,,,,,,,,,125.7826825,,,,,,,,,,,,,125.7687879,125.7826825,126.0166645,126.0289763,126.0343368,126.0343368,126.2345713,126.4019313,,,,,0.3638133,None,0.2,,,,,126.0343368,,,,,,,,,,,,,,,right,1,0.3638133,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,11,3,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3002636,None,,,,,,,,,,,,,1,3,11,1,,,,,,,,,126.4160594,,,,,,,,,,,,,126.402089,126.4160594,126.6500161,126.6636092,126.6688725,126.6688725,126.8677565,126.9848132,,,,,0.3002636,None,0.2,,,,,126.6688725,,,,,,,,,,,,,,,left,1,0.3002636,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,12,4,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.329796,None,,,,,,,,,,,,,1,4,12,5,,,,,,,,,126.9992786,,,,,,,,,,,,,126.98495,126.9992786,127.2331329,127.244961,127.2509536,127.2509536,127.4511248,127.5849228,,,,,0.329796,None,0.2,,,,,127.2509536,,,,,,,,,,,,,,,right,1,0.329796,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,13,5,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3507469,None,,,,,,,,,,,,,1,5,13,6,,,,,,,,,127.5992069,,,,,,,,,,,,,127.58509,127.5992069,127.8329675,127.8448256,127.8509112,127.8509112,128.0509664,128.2182472,,,,,0.3507469,None,0.2,,,,,127.8509112,,,,,,,,,,,,,,,right,1,0.3507469,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,14,6,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4093746,None,,,,,,,,,,,,,1,6,14,0,,,,,,,,,128.2323935,,,,,,,,,,,,,128.2183838,128.2323935,128.4664225,128.4789368,128.4842332,128.4842332,128.6841692,128.9014185,,,,,0.4093746,None,0.2,,,,,128.4842332,,,,,,,,,,,,,,,left,1,0.4093746,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,15,7,1,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3408564,None,,,,,,,,,,,,,1,7,15,3,,,,,,,,,128.9157266,,,,,,,,,,,,,128.9015675,128.9157266,129.1495526,129.163226,129.1683485,129.1683485,129.3686958,129.519232,,,,,None,0,0.15,,,,,129.1683485,,,,,,,,,,,,,,,left,0,0.3408564,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,16,0,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4118082,None,,,,,,,,,,,,,2,0,16,5,,,,,,,,,129.5322832,,,,,,,,,,,,,129.519418,129.5322832,129.7661048,129.778834,129.7841066,129.7841066,129.934018,130.2013291,,,,,0.4118082,None,0.15,,,,,129.7841066,,,,,,,,,,,,,,,right,1,0.4118082,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,17,1,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3898653,None,,,,,,,,,,,,,2,1,17,6,,,,,,,,,130.2155371,,,,,,,,,,,,,130.2014645,130.2155371,130.4494639,130.4613243,130.4672798,130.4672798,130.6173837,130.8680279,,,,,0.3898653,None,0.15,,,,,130.4672798,,,,,,,,,,,,,,,right,1,0.3898653,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,18,2,2,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,2,2,18,7,,,,,,,,,130.8821697,,,,,,,,,,,,,130.8681764,130.8821697,131.1160521,131.1286912,131.1340329,131.1340329,131.2851487,132.5337052,,,,,None,1,0.2,,,,,131.1340329,132.3828381,132.3828381,132.5486504,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,19,3,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3872679,None,,,,,,,,,,,,,2,3,19,1,,,,,,,,,132.5486504,,,,,,,,,,,,,132.5339081,132.5486504,132.7822792,132.7952725,132.8008103,132.8008103,132.983621,133.2009563,,,,,0.3872679,None,0.2,,,,,132.8008103,,,,,,,,,,,,,,,left,1,0.3872679,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,20,4,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.7916575,None,,,,,,,,,,,,,2,4,20,2,,,,,,,,,133.2150759,,,,,,,,,,,,,133.2011135,133.2150759,133.4489424,133.4608588,133.4668732,133.4668732,133.6669336,134.2676344,,,,,0.7916575,None,0.2,,,,,133.4668732,,,,,,,,,,,,,,,left,1,0.7916575,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,21,5,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4012655,None,,,,,,,,,,,,,2,5,21,0,,,,,,,,,134.2818018,,,,,,,,,,,,,134.267785,134.2818018,134.5158157,134.5285045,134.5337345,134.5337345,134.7334689,134.9508254,,,,,0.4012655,None,0.2,,,,,134.5337345,,,,,,,,,,,,,,,left,1,0.4012655,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,22,6,2,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,2,6,22,3,,,,,,,,,134.9649588,,,,,,,,,,,,,134.950981,134.9649588,135.1986836,135.2113056,135.2168901,135.2168901,135.4177531,136.6664196,,,,,None,1,0.25,,,,,135.2168901,136.4658728,136.4658728,136.6813235,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,23,7,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3465535,None,,,,,,,,,,,,,2,7,23,4,,,,,,,,,136.6813235,,,,,,,,,,,,,136.6666303,136.6813235,136.9151584,136.9281649,136.9334952,136.9334952,137.1664425,137.2839514,,,,,0.3465535,None,0.25,,,,,136.9334952,,,,,,,,,,,,,,,right,1,0.3465535,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,24,0,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3666874,None,,,,,,,,,,,,,3,0,24,0,,,,,,,,,137.2978785,,,,,,,,,,,,,137.2841221,137.2978785,137.5317739,137.5438655,137.549642,137.549642,137.7997166,137.9173247,,,,,0.3666874,None,0.25,,,,,137.549642,,,,,,,,,,,,,,,left,1,0.3666874,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,25,1,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3390825,None,,,,,,,,,,,,,3,1,25,6,,,,,,,,,137.9310781,,,,,,,,,,,,,137.9174626,137.9310781,138.1650184,138.1785534,138.1839327,138.1839327,138.4329858,138.5335122,,,,,0.3390825,None,0.25,,,,,138.1839327,,,,,,,,,,,,,,,right,1,0.3390825,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,26,2,3,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,3,2,26,3,,,,,,,,,138.547821,,,,,,,,,,,,,138.5336588,138.547821,138.7816651,138.7939637,138.7995469,138.7995469,139.0506177,140.2994636,,,,,None,1,0.3,,,,,138.7995469,140.048735,140.048735,140.3142684,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,27,3,3,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3913165,None,,,,,,,,,,,,,3,3,27,7,,,,,,,,,140.3142684,,,,,,,,,,,,,140.2996702,140.3142684,140.5482091,140.5605997,140.565997,140.565997,140.850507,140.9678052,,,,,None,0,0.25,,,,,140.565997,,,,,,,,,,,,,,,right,0,0.3913165,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,28,4,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4258516,None,,,,,,,,,,,,,3,4,28,1,,,,,,,,,140.9808247,,,,,,,,,,,,,140.9680014,140.9808247,141.2147656,141.2263405,141.2325642,141.2325642,141.4825028,141.6665204,,,,,0.4258516,None,0.25,,,,,141.2325642,,,,,,,,,,,,,,,left,1,0.4258516,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,29,5,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.8328075,None,,,,,,,,,,,,,3,5,29,5,,,,,,,,,141.6807386,,,,,,,,,,,,,141.6666678,141.6807386,141.9146002,141.9280675,141.9332579,141.9332579,142.1824121,142.7829664,,,,,0.8328075,None,0.25,,,,,141.9332579,,,,,,,,,,,,,,,right,1,0.8328075,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,30,6,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.7552978,None,,,,,,,,,,,,,3,6,30,2,,,,,,,,,142.7971812,,,,,,,,,,,,,142.7831012,142.7971812,143.0308495,143.0429292,143.0490443,143.0490443,143.2990815,143.8162818,,,,,0.7552978,None,0.25,,,,,143.0490443,,,,,,,,,,,,,,,left,1,0.7552978,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,31,7,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3563954,None,,,,,,,,,,,,,3,7,31,4,,,,,,,,,143.8304783,,,,,,,,,,,,,143.8164144,143.8304783,144.0642743,144.0763268,144.0821415,144.0821415,144.3322759,144.4496156,,,,,0.3563954,None,0.25,,,,,144.0821415,,,,,,,,,,,,,,,right,1,0.3563954,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,32,0,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.5609019,None,,,,,,,,,,,,,4,0,32,6,,,,,,,,,144.4637987,,,,,,,,,,,,,144.4497598,144.4637987,144.6975343,144.7094158,144.7154725,144.7154725,144.9655587,145.2828125,,,,,0.5609019,None,0.25,,,,,144.7154725,,,,,,,,,,,,,,,right,1,0.5609019,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,33,1,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.383204,None,,,,,,,,,,,,,4,1,33,0,,,,,,,,,145.2969378,,,,,,,,,,,,,145.2829467,145.2969378,145.5308459,145.5432062,145.5487926,145.5487926,145.7987085,145.9328779,,,,,0.383204,None,0.25,,,,,145.5487926,,,,,,,,,,,,,,,left,1,0.383204,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,34,2,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3892195,None,,,,,,,,,,,,,4,2,34,2,,,,,,,,,145.946857,,,,,,,,,,,,,145.9330134,145.946857,146.1806979,146.1934701,146.198757,146.198757,146.4488334,146.5993721,,,,,0.3892195,None,0.25,,,,,146.198757,,,,,,,,,,,,,,,left,1,0.3892195,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,35,3,4,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3889182,None,,,,,,,,,,,,,4,3,35,3,,,,,,,,,146.6135448,,,,,,,,,,,,,146.5995116,146.6135448,146.8472935,146.8594067,146.8651757,146.8651757,147.1163426,147.2669648,,,,,None,0,0.2,,,,,146.8651757,,,,,,,,,,,,,,,left,0,0.3889182,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
,36,4,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4627647,None,,,,,,,,,,,,,4,4,36,5,,,,,,,,,147.279859,,,,,,,,,,,,,147.2671909,147.279859,147.5137677,147.5287951,147.5341893,147.5341893,147.7317574,147.9992371,,,,,0.4627647,None,0.2,,,,,147.5341893,,,,,,,,,,,,,,,right,1,0.4627647,None,,,,,,,,,,,,P001,26,female,1,2026-01-18_16h28.01.002,SST2,2024.02.04,60.00960154,2026-01-18 16h28.23.321095 +0530
