text,thisN,thisTrialN,thisRepN,key_resp_inst.keys,key_resp_inst.rt,key_resp_inst.duration,go_image,stop_image,corr_resp,is_stop,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,Trial_loop.thisRepN,Trial_loop.thisTrialN,Trial_loop.thisN,Trial_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,exp_trial_1.thisRepN,exp_trial_1.thisTrialN,exp_trial_1.thisN,exp_trial_1.thisIndex,exp_trials_2.thisRepN,exp_trials_2.thisTrialN,exp_trials_2.thisN,exp_trials_2.thisIndex,exp_trials_3.thisRepN,exp_trials_3.thisTrialN,exp_trials_3.thisN,exp_trials_3.thisIndex,exp_trials_4.thisRepN,exp_trials_4.thisTrialN,exp_trials_4.thisN,exp_trials_4.thisIndex,thisRow.t,notes,Welcome.started,Welcome_text.started,Welcome.stopped,Instruction.started,Inst_text.started,key_resp_inst.started,Instruction.stopped,Trial_loop.key_resp_inst.keys,Trial_loop.key_resp_inst.rt,Trial_loop.key_resp_inst.duration,fixation.started,image.started,fixation.stopped,Stimulus.started,go_arrow.started,key_resp.started,stop_arrow.started,Stimulus.stopped,practice_trial_loop.key_resp.keys,practice_trial_loop.key_resp.corr,practice_trial_loop.key_resp.rt,practice_trial_loop.key_resp.duration,go_rt,stop_success,SSD,Feedback.started,fdback_text.started,fdback_text.stopped,Feedback.stopped,image.stopped,go_arrow.stopped,key_resp.stopped,stop_arrow.stopped,block_feedback.started,fb_text.started,key_resp_4.started,block_feedback.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,exp_trial_1.key_resp.keys,exp_trial_1.key_resp.corr,exp_trial_1.key_resp.rt,exp_trial_1.key_resp.duration,exp_trials_2.key_resp.keys,exp_trials_2.key_resp.corr,exp_trials_2.key_resp.rt,exp_trials_2.key_resp.duration,exp_trials_3.key_resp.keys,exp_trials_3.key_resp.corr,exp_trials_3.key_resp.rt,exp_trials_3.key_resp.duration,exp_trials_4.key_resp.keys,exp_trials_4.key_resp.corr,exp_trials_4.key_resp.rt,exp_trials_4.key_resp.duration,Thank_you.started,thankyou_text.started,Thank_you.stopped,participant,Age,Gender,session,date,expName,psychopyVersion,frameRate,expStart
,53,5,6,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4020571,None,,,,,,,,,6,5,53,1,,,,,,,,,,,,,104.5887898,,,,,,,,,,,,104.5751081,104.5887898,104.822753,104.8349191,104.8404172,104.8404172,105.0905554,105.2580806,,,,,0.4020571,None,0.25,,,,,104.8404172,,,,,,,,,,,left,1,0.4020571,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,54,6,6,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.3439054,None,,,,,,,,,6,6,54,3,,,,,,,,,,,,,105.2721996,,,,,,,,,,,,105.2582781,105.2721996,105.5059529,105.518161,105.5238026,105.5238026,105.7749564,105.8756931,,,,,None,0,0.2,,,,,105.5238026,,,,,,,,,,,left,0,0.3439054,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,55,7,6,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4254081,None,,,,,,,,,6,7,55,6,,,,,,,,,,,,,105.8886426,,,,,,,,,,,,105.8759181,105.8886426,106.1226042,106.1355107,106.1408826,106.1408826,106.3404501,106.5744819,,,,,0.4254081,None,0.2,,,,,106.1408826,,,,,,,,,,,right,1,0.4254081,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,56,0,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3859673,None,,,,,,,,,7,0,56,2,,,,,,,,,,,,,106.5884827,,,,,,,,,,,,106.5746308,106.5884827,106.8224233,106.8347657,106.84015,106.84015,107.0403194,107.2410781,,,,,0.3859673,None,0.2,,,,,106.84015,,,,,,,,,,,left,1,0.3859673,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,57,1,7,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,7,1,57,3,,,,,,,,,,,,,107.2552223,,,,,,,,,,,,107.2412566,107.2552223,107.4890238,107.5012842,107.5069501,107.5069501,107.7080534,108.9568637,,,,,None,1,0.25,,,,,107.5069501,108.7561472,108.7561472,108.9717156,,,,,,,,None,1,,,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,58,2,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4716699,None,,,,,,,,,7,2,58,0,,,,,,,,,,,,,108.9717156,,,,,,,,,,,,108.9571347,108.9717156,109.2055561,109.2183667,109.2234767,109.2234767,109.4567833,109.7073667,,,,,0.4716699,None,0.25,,,,,109.2234767,,,,,,,,,,,left,1,0.4716699,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,59,3,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3431719,None,,,,,,,,,7,3,59,4,,,,,,,,,,,,,109.7214985,,,,,,,,,,,,109.7075238,109.7214985,109.9553522,109.9675209,109.9733432,109.9733432,110.2234611,110.3242072,,,,,0.3431719,None,0.25,,,,,109.9733432,,,,,,,,,,,right,1,0.3431719,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,60,4,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3382186,None,,,,,,,,,7,4,60,5,,,,,,,,,,,,,110.3380944,,,,,,,,,,,,110.3243596,110.3380944,110.5719178,110.5840918,110.5897906,110.5897906,110.8398972,110.9405634,,,,,0.3382186,None,0.25,,,,,110.5897906,,,,,,,,,,,right,1,0.3382186,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,61,5,7,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.374141,None,,,,,,,,,7,5,61,1,,,,,,,,,,,,,110.9547409,,,,,,,,,,,,110.9406967,110.9547409,111.1885633,111.2009852,111.2064998,111.2064998,111.4566078,111.59044,,,,,0.374141,None,0.25,,,,,111.2064998,,,,,,,,,,,left,1,0.374141,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,62,6,7,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3691899,None,,,,,,,,,7,6,62,7,,,,,,,,,,,,,111.6046443,,,,,,,,,,,,111.5905798,111.6046443,111.8384706,111.8506406,111.8563996,111.8563996,112.1077123,112.2415568,,,,,None,0,0.2,,,,,111.8563996,,,,,,,,,,,right,0,0.3691899,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,63,7,7,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4052497,None,,,,,,,,,7,7,63,6,,,,,,,,,,,,,112.2546337,,,,,,,,,,,,112.2417937,112.2546337,112.4883798,112.5005148,112.5062341,112.5062341,112.7064037,112.9236311,,,,,0.4052497,None,0.2,,,,,112.5062341,,,,,,,,,,,right,1,0.4052497,None,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.9341493,112.9378895,112.9378895,116.8215268,space,3.8758872,None,,,,,,,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,0,0,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.400768,None,,,,,,,,,,,,,0,0,0,2,,,,,,,,,116.837058,,,,,,,,,,,,116.8279509,116.837058,117.0712606,117.084814,117.0902658,117.0902658,117.2724868,117.5066089,,,,,0.400768,None,0.2,,,,,117.0902658,,,,,,,,,,,,,,,left,1,0.400768,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,1,1,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3234565,None,,,,,,,,,,,,,0,1,1,1,,,,,,,,,117.5204847,,,,,,,,,,,,117.5068531,117.5204847,117.7543917,117.76768,117.7732243,117.7732243,117.9723068,118.1063578,,,,,0.3234565,None,0.2,,,,,117.7732243,,,,,,,,,,,,,,,left,1,0.3234565,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,2,2,0,,,,images/go_right.png,images/stop_right.png,right,0,left,0,0.3253418,None,,,,,,,,,,,,,0,2,2,4,,,,,,,,,118.1205746,,,,,,,,,,,,118.1064985,118.1205746,118.354723,118.366747,118.3722419,118.3722419,118.5722404,118.7063475,,,,,None,None,0.2,,,,,118.3722419,,,,,,,,,,,,,,,left,0,0.3253418,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,3,3,0,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.2360989,None,,,,,,,,,,,,,0,3,3,7,,,,,,,,,118.7203938,,,,,,,,,,,,118.7065201,118.7203938,118.9542963,118.9660532,118.9721898,118.9721898,119.1733328,119.2239059,,,,,None,0,0.15,,,,,118.9721898,,,,,,,,,,,,,,,right,0,0.2360989,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,4,4,0,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.4117937,None,,,,,,,,,,,,,0,4,4,3,,,,,,,,,119.237083,,,,,,,,,,,,119.2241247,119.237083,119.470899,119.4842937,119.4893421,119.4893421,119.6398047,119.9070937,,,,,None,0,0.1,,,,,119.4893421,,,,,,,,,,,,,,,left,0,0.4117937,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,5,5,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4068048,None,,,,,,,,,,,,,0,5,5,5,,,,,,,,,119.9202589,,,,,,,,,,,,119.9072847,119.9202589,120.1541602,120.1661408,120.1719949,120.1719949,120.2721079,120.5891709,,,,,0.4068048,None,0.1,,,,,120.1719949,,,,,,,,,,,,,,,right,1,0.4068048,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,6,6,0,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3522209,None,,,,,,,,,,,,,0,6,6,0,,,,,,,,,120.6035252,,,,,,,,,,,,120.5893199,120.6035252,120.8372738,120.8503294,120.8558176,120.8558176,120.9554383,121.2229105,,,,,0.3522209,None,0.1,,,,,120.8558176,,,,,,,,,,,,,,,left,1,0.3522209,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,7,7,0,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3856177,None,,,,,,,,,,,,,0,7,7,6,,,,,,,,,121.2367119,,,,,,,,,,,,121.2230989,121.2367119,121.4706209,121.4827692,121.4883946,121.4883946,121.588468,121.8889785,,,,,0.3856177,None,0.1,,,,,121.4883946,,,,,,,,,,,,,,,right,1,0.3856177,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,8,0,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3554122,None,,,,,,,,,,,,,1,0,8,0,,,,,,,,,121.9032371,,,,,,,,,,,,121.889144,121.9032371,122.1370678,122.1500576,122.1555278,122.1555278,122.2551836,122.5224883,,,,,0.3554122,None,0.1,,,,,122.1555278,,,,,,,,,,,,,,,left,1,0.3554122,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,9,1,1,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,1,1,9,7,,,,,,,,,122.5363918,,,,,,,,,,,,122.5226352,122.5363918,122.7704447,122.7837141,122.7888363,122.7888363,122.8892643,124.1380681,,,,,None,1,0.15,,,,,122.7888363,124.0374549,124.0374549,124.1530064,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,10,2,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3656261,None,,,,,,,,,,,,,1,2,10,4,,,,,,,,,124.1530064,,,,,,,,,,,,124.1383015,124.1530064,124.3868354,124.3989602,124.404743,124.404743,124.5381795,124.7723289,,,,,0.3656261,None,0.15,,,,,124.404743,,,,,,,,,,,,,,,right,1,0.3656261,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,11,3,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4386856,None,,,,,,,,,,,,,1,3,11,5,,,,,,,,,124.7862705,,,,,,,,,,,,124.7724859,124.7862705,125.0201499,125.0321295,125.0380948,125.0380948,125.1879132,125.4886118,,,,,0.4386856,None,0.15,,,,,125.0380948,,,,,,,,,,,,,,,right,1,0.4386856,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,12,4,1,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4274784,None,,,,,,,,,,,,,1,4,12,6,,,,,,,,,125.5029148,,,,,,,,,,,,125.488769,125.5029148,125.7365077,125.7497424,125.7550062,125.7550062,125.9046319,126.1885724,,,,,0.4274784,None,0.15,,,,,125.7550062,,,,,,,,,,,,,,,right,1,0.4274784,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,13,5,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3431341,None,,,,,,,,,,,,,1,5,13,1,,,,,,,,,126.2028805,,,,,,,,,,,,126.1887085,126.2028805,126.4365655,126.4497467,126.4551854,126.4551854,126.6045391,126.8052318,,,,,0.3431341,None,0.15,,,,,126.4551854,,,,,,,,,,,,,,,left,1,0.3431341,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,14,6,1,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.4636212,None,,,,,,,,,,,,,1,6,14,3,,,,,,,,,126.8193254,,,,,,,,,,,,126.8053963,126.8193254,127.0533306,127.0654934,127.0711351,127.0711351,127.2224122,127.5397259,,,,,None,0,0.1,,,,,127.0711351,,,,,,,,,,,,,,,left,0,0.4636212,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,15,7,1,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4427909,None,,,,,,,,,,,,,1,7,15,2,,,,,,,,,127.5526535,,,,,,,,,,,,127.5399874,127.5526535,127.7864238,127.7985243,127.8043969,127.8043969,127.9044534,128.2550373,,,,,0.4427909,None,0.1,,,,,127.8043969,,,,,,,,,,,,,,,left,1,0.4427909,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,16,0,2,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,2,0,16,3,,,,,,,,,128.2692231,,,,,,,,,,,,128.2551799,128.2692231,128.5031598,128.5152015,128.5209794,128.5209794,128.6221359,129.8706996,,,,,None,1,0.15,,,,,128.5209794,129.7701018,129.7701018,129.8854273,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,17,1,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4096463,None,,,,,,,,,,,,,2,1,17,1,,,,,,,,,129.8854273,,,,,,,,,,,,129.8709498,129.8854273,130.1194341,130.135829,130.1411644,130.1411644,130.2712147,130.555018,,,,,0.4096463,None,0.15,,,,,130.1411644,,,,,,,,,,,,,,,left,1,0.4096463,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,18,2,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3625078,None,,,,,,,,,,,,,2,2,18,4,,,,,,,,,130.5688294,,,,,,,,,,,,130.5551833,130.5688294,130.8026985,130.8200835,130.825451,130.825451,130.9705947,131.2046895,,,,,0.3625078,None,0.15,,,,,130.825451,,,,,,,,,,,,,,,right,1,0.3625078,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,19,3,2,,,,images/go_right.png,images/stop_right.png,None,1,right,0,0.3297174,None,,,,,,,,,,,,,2,3,19,7,,,,,,,,,131.2187297,,,,,,,,,,,,131.2049042,131.2187297,131.452598,131.4686607,131.4737251,131.4737251,131.6216257,131.8057855,,,,,None,0,0.1,,,,,131.4737251,,,,,,,,,,,,,,,right,0,0.3297174,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,20,4,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3455739,None,,,,,,,,,,,,,2,4,20,0,,,,,,,,,131.8186619,,,,,,,,,,,,131.8060753,131.8186619,132.0525973,132.0689185,132.0743804,132.0743804,132.1704285,132.421244,,,,,0.3455739,None,0.1,,,,,132.0743804,,,,,,,,,,,,,,,left,1,0.3455739,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,21,5,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4018859,None,,,,,,,,,,,,,2,5,21,5,,,,,,,,,132.4350845,,,,,,,,,,,,132.4214639,132.4350845,132.6691501,132.6839588,132.6890034,132.6890034,132.7868723,133.1042893,,,,,0.4018859,None,0.1,,,,,132.6890034,,,,,,,,,,,,,,,right,1,0.4018859,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,22,6,2,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.33075,None,,,,,,,,,,,,,2,6,22,2,,,,,,,,,133.1184991,,,,,,,,,,,,133.104433,133.1184991,133.3524363,133.3668447,133.3719845,133.3719845,133.4702597,133.7042238,,,,,0.33075,None,0.1,,,,,133.3719845,,,,,,,,,,,,,,,left,1,0.33075,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,23,7,2,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3387617,None,,,,,,,,,,,,,2,7,23,6,,,,,,,,,133.7184113,,,,,,,,,,,,133.7043683,133.7184113,133.9522252,133.9643888,133.9702562,133.9702562,134.0703842,134.3208993,,,,,0.3387617,None,0.1,,,,,133.9702562,,,,,,,,,,,,,,,right,1,0.3387617,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,24,0,3,,,,images/go_left.png,images/stop_left.png,None,1,None,1,,,,,,,,,,,,,,,3,0,24,3,,,,,,,,,134.3349926,,,,,,,,,,,,134.3210354,134.3349926,134.5689455,134.5828812,134.5884144,134.5884144,134.6878542,135.9363671,,,,,None,1,0.15,,,,,134.5884144,135.8361606,135.8361606,135.9515095,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,25,1,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3343725,None,,,,,,,,,,,,,3,1,25,0,,,,,,,,,135.9515095,,,,,,,,,,,,135.936566,135.9515095,136.1853361,136.1972139,136.2032907,136.2032907,136.336559,136.5540861,,,,,0.3343725,None,0.15,,,,,136.2032907,,,,,,,,,,,,,,,left,1,0.3343725,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,26,2,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3836334,None,,,,,,,,,,,,,3,2,26,6,,,,,,,,,136.5681289,,,,,,,,,,,,136.5542443,136.5681289,136.8019862,136.814239,136.8199025,136.8199025,136.9699799,137.2206426,,,,,0.3836334,None,0.15,,,,,136.8199025,,,,,,,,,,,,,,,right,1,0.3836334,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,27,3,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.3545349,None,,,,,,,,,,,,,3,3,27,2,,,,,,,,,137.2345576,,,,,,,,,,,,137.2208168,137.2345576,137.4685513,137.4809574,137.4862336,137.4862336,137.63647,137.8538163,,,,,0.3545349,None,0.15,,,,,137.4862336,,,,,,,,,,,,,,,left,1,0.3545349,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,28,4,3,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,3,4,28,7,,,,,,,,,137.8678886,,,,,,,,,,,,137.8539789,137.8678886,138.1018575,138.1142177,138.119737,138.119737,138.2708715,139.5196041,,,,,None,1,0.2,,,,,138.119737,139.3689716,139.3689716,139.5343688,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,29,5,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3238931,None,,,,,,,,,,,,,3,5,29,4,,,,,,,,,139.5343688,,,,,,,,,,,,139.5198467,139.5343688,139.768208,139.7806306,139.7860367,139.7860367,139.9696006,140.1205098,,,,,0.3238931,None,0.2,,,,,139.7860367,,,,,,,,,,,,,,,right,1,0.3238931,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,30,6,3,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.4308014,None,,,,,,,,,,,,,3,6,30,1,,,,,,,,,140.1342071,,,,,,,,,,,,140.1206617,140.1342071,140.3681837,140.3803588,140.3859804,140.3859804,140.5862052,140.8200649,,,,,0.4308014,None,0.2,,,,,140.3859804,,,,,,,,,,,,,,,left,1,0.4308014,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,31,7,3,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4515733,None,,,,,,,,,,,,,3,7,31,5,,,,,,,,,140.8341616,,,,,,,,,,,,140.8202103,140.8341616,141.0681197,141.0799131,141.0860602,141.0860602,141.2859641,141.5533835,,,,,0.4515733,None,0.2,,,,,141.0860602,,,,,,,,,,,,,,,right,1,0.4515733,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,32,0,4,,,,images/go_right.png,images/stop_right.png,None,1,None,1,,,,,,,,,,,,,,,4,0,32,7,,,,,,,,,141.5675502,,,,,,,,,,,,141.5535179,141.5675502,141.8013336,141.8136544,141.8192396,141.8192396,142.0204299,143.2690516,,,,,None,1,0.25,,,,,141.8192396,143.068524,143.068524,143.2840704,,,,,,,,,,,,None,1,,,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,33,1,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.4061846,None,,,,,,,,,,,,,4,1,33,4,,,,,,,,,143.2840704,,,,,,,,,,,,143.2692775,143.2840704,143.5178866,143.5302356,143.5355805,143.5355805,143.7692042,143.9530731,,,,,0.4061846,None,0.25,,,,,143.5355805,,,,,,,,,,,,,,,right,1,0.4061846,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,34,2,4,,,,images/go_left.png,images/stop_left.png,left,0,left,1,0.5399272,None,,,,,,,,,,,,,4,2,34,0,,,,,,,,,143.9671261,,,,,,,,,,,,143.9532842,143.9671261,144.2010051,144.2130875,144.2190024,144.2190024,144.4690143,144.7696713,,,,,0.5399272,None,0.25,,,,,144.2190024,,,,,,,,,,,,,,,left,1,0.5399272,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,35,3,4,,,,images/go_left.png,images/stop_left.png,None,1,left,0,0.4302349,None,,,,,,,,,,,,,4,3,35,3,,,,,,,,,144.783608,,,,,,,,,,,,144.7698354,144.783608,145.0175728,145.0296847,145.035735,145.035735,145.2866484,145.4707655,,,,,None,0,0.2,,,,,145.035735,,,,,,,,,,,,,,,left,0,0.4302349,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,36,4,4,,,,images/go_right.png,images/stop_right.png,right,0,right,1,0.3704054,None,,,,,,,,,,,,,4,4,36,5,,,,,,,,,145.4835158,,,,,,,,,,,,145.4709854,145.4835158,145.7175244,145.7307995,145.7360167,145.7360167,145.9353221,146.1194177,,,,,0.3704054,None,0.2,,,,,145.7360167,,,,,,,,,,,,,,,right,1,0.3704054,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
,37,5,4,,,,images/go_left.png,images/stop_left.png,left,0,right,0,0.443707,None,,,,,,,,,,,,,4,5,37,2,,,,,,,,,146.1335356,,,,,,,,,,,,146.1195552,146.1335356,146.3674001,146.379504,146.3853087,146.3853087,146.5852902,146.8359823,,,,,None,None,0.2,,,,,146.3853087,,,,,,,,,,,,,,,right,0,0.443707,None,,,,,,,,,,,,P002,25,female,1,2026-01-18_16h35.38.433,SST2,2024.02.04,59.92265184,2026-01-18 16h36.00.359619 +0530
